id,folding,method
bpRNA_RFAM_28378,"[[6, 81], [7, 80], [8, 79], [9, 78], [10, 77], [11, 76], [12, 75], [13, 74], [14, 73], [15, 72], [16, 71], [17, 70], [18, 69], [19, 68], [20, 67], [21, 66], [22, 65], [23, 36], [24, 35], [25, 34], [26, 33], [27, 32], [37, 56], [38, 55], [39, 54], [40, 53], [41, 52]]",sincFold
bpRNA_CRW_53705,"[[1, 71], [2, 70], [3, 69], [4, 68], [5, 67], [6, 66], [7, 65], [10, 24], [11, 23], [12, 22], [13, 21], [26, 42], [27, 41], [28, 40], [29, 39], [30, 38], [48, 64], [49, 63], [50, 62], [51, 61], [52, 60]]",sincFold
bpRNA_RFAM_24732,"[[12, 101], [13, 100], [14, 99], [15, 98], [18, 95], [27, 66], [28, 65], [29, 64], [30, 63], [31, 62], [32, 59], [33, 58], [34, 57], [35, 56], [36, 55], [37, 54], [38, 53], [39, 52], [40, 51], [42, 49], [116, 200], [117, 199], [118, 198], [119, 197], [120, 196], [121, 195], [125, 191], [129, 187], [130, 186], [131, 185], [132, 184], [133, 183], [134, 182], [135, 181], [136, 180], [143, 165], [144, 164], [145, 163], [146, 162], [147, 161], [148, 160], [149, 159], [150, 158]]",sincFold
bpRNA_RFAM_37599,"[[2, 14], [3, 13], [4, 12], [5, 11], [16, 41], [17, 40], [18, 39], [19, 38], [20, 37], [21, 36], [23, 34], [24, 33], [25, 32], [26, 31], [48, 92], [49, 91], [50, 90], [51, 89], [53, 86], [54, 80], [55, 79], [57, 77], [58, 76], [59, 75], [61, 73], [62, 72], [63, 71], [64, 70], [97, 115], [98, 114], [99, 113], [100, 112], [101, 111], [102, 110]]",sincFold
bpRNA_RFAM_27160,"[[2, 27], [4, 60], [5, 59], [6, 58], [7, 57], [8, 56], [10, 55], [16, 48], [17, 47], [18, 46], [19, 45], [20, 44], [21, 43], [22, 42], [23, 41], [24, 40], [25, 39], [26, 38], [76, 131], [77, 130], [87, 116], [88, 115], [89, 114], [90, 113], [100, 122], [101, 121], [102, 120], [103, 119], [104, 118]]",sincFold
bpRNA_RFAM_25874,"[[4, 213], [5, 212], [6, 211], [7, 210], [10, 207], [15, 201], [16, 149], [18, 199], [19, 198], [20, 145], [21, 196], [22, 195], [23, 194], [24, 193], [26, 191], [27, 52], [28, 51], [29, 50], [30, 49], [31, 48], [32, 47], [33, 46], [34, 45], [35, 44], [55, 137], [77, 103], [78, 102], [79, 184], [84, 96], [109, 119], [110, 190], [130, 174], [135, 169], [138, 166], [139, 165], [140, 164], [141, 163], [142, 162], [143, 161], [144, 160]]",sincFold
bpRNA_RFAM_37692,"[[5, 12], [6, 11], [32, 43], [45, 150], [46, 149], [47, 148], [48, 147], [49, 146], [61, 145], [62, 144], [63, 143], [64, 142], [65, 141], [66, 140], [80, 130], [81, 129], [82, 128], [83, 127], [84, 112], [85, 111], [86, 110], [87, 109], [90, 105], [91, 104], [92, 103], [93, 102]]",sincFold
bpRNA_CRW_19936,"[[1, 116], [2, 115], [3, 114], [4, 113], [5, 112], [6, 111], [7, 110], [8, 109], [13, 64], [15, 61], [16, 60], [17, 59], [18, 58], [19, 57], [20, 56], [26, 51], [27, 50], [28, 47], [29, 46], [30, 45], [31, 44], [54, 67], [66, 107], [68, 105], [69, 104], [70, 103], [74, 101], [75, 100], [77, 97], [78, 96], [79, 95], [80, 94], [81, 93], [83, 92], [84, 91], [85, 90]]",sincFold
bpRNA_CRW_25863,"[[1, 73], [2, 72], [3, 71], [4, 70], [5, 69], [6, 68], [7, 67], [10, 26], [11, 25], [12, 24], [13, 23], [28, 44], [29, 43], [30, 42], [31, 41], [32, 40], [50, 66], [51, 65], [52, 64], [53, 63], [54, 62]]",sincFold
bpRNA_RFAM_35249,"[[2, 38], [3, 37], [4, 36], [5, 35], [6, 34], [7, 33], [8, 32], [9, 31], [10, 30], [11, 29], [12, 28], [13, 27], [14, 26], [15, 25], [16, 24], [41, 74], [42, 73], [43, 72], [44, 71], [45, 70], [46, 69], [47, 68]]",sincFold
bpRNA_CRW_28984,"[[1, 72], [2, 71], [3, 70], [4, 69], [5, 68], [6, 67], [10, 26], [30, 44], [31, 43], [32, 42], [33, 41], [50, 66], [51, 65], [52, 64], [53, 63], [54, 62]]",sincFold
bpRNA_tmRNA_252,"[[27, 333], [28, 332], [29, 331], [30, 330], [31, 329], [35, 324], [37, 151], [41, 318], [49, 65], [50, 64], [51, 63], [52, 62], [117, 133], [118, 132], [119, 131], [141, 205], [142, 204], [143, 203], [144, 202], [155, 192], [156, 191], [157, 190], [158, 189], [159, 188], [160, 187], [161, 186], [162, 185], [163, 184], [164, 183], [165, 215], [168, 212], [209, 276], [210, 275], [213, 230], [214, 229], [216, 227], [224, 315]]",sincFold
bpRNA_RFAM_41304,"[[23, 51], [24, 50], [92, 105], [93, 104], [94, 103], [95, 102], [115, 134], [116, 133], [117, 132], [118, 131], [119, 130], [120, 129], [121, 128]]",sincFold
bpRNA_CRW_26859,"[[1, 72], [2, 71], [3, 70], [4, 69], [5, 68], [6, 67], [7, 66], [10, 25], [11, 24], [12, 23], [13, 22], [27, 43], [28, 42], [29, 41], [30, 40], [31, 39], [49, 65], [50, 64], [51, 63], [52, 62], [53, 61]]",sincFold
bpRNA_RFAM_18477,"[[92, 106], [93, 105], [138, 198], [162, 308], [197, 265]]",sincFold
bpRNA_RFAM_28145,"[[3, 37], [5, 83], [7, 81], [8, 80], [9, 79], [10, 78], [11, 77], [12, 76], [13, 75], [14, 74], [15, 73], [16, 72], [17, 71], [18, 70], [19, 69], [20, 68], [21, 67], [22, 66], [23, 36], [24, 35], [25, 34], [26, 33], [29, 58], [30, 57], [31, 56]]",sincFold
bpRNA_RFAM_15983,"[[2, 15], [3, 14], [4, 13]]",sincFold
bpRNA_RFAM_8051,"[[3, 137], [4, 136], [5, 135], [6, 134], [7, 133], [8, 132], [15, 41], [16, 40], [17, 39], [21, 32], [22, 31], [23, 30], [44, 97], [45, 96], [46, 95], [48, 94], [49, 93], [50, 92], [51, 89], [52, 88], [63, 76], [67, 72], [106, 128], [107, 127], [108, 126], [109, 125], [110, 124], [111, 123], [112, 122], [113, 121], [114, 120]]",sincFold
bpRNA_CRW_40386,"[[2, 74], [3, 73], [4, 72], [5, 71], [6, 70], [7, 69], [13, 25], [30, 46], [31, 45], [32, 44], [33, 43], [34, 42], [52, 68], [53, 67], [54, 66], [55, 65], [56, 64]]",sincFold
bpRNA_CRW_53219,"[[1, 73], [2, 72], [3, 71], [4, 70], [5, 69], [6, 68], [7, 67], [10, 26], [11, 25], [12, 24], [13, 23], [27, 45], [28, 44], [29, 43], [30, 42], [31, 41], [32, 40], [50, 66], [51, 65], [52, 64], [53, 63], [54, 62]]",sincFold
bpRNA_RFAM_33756,"[[2, 69], [3, 93], [4, 67], [5, 66], [6, 65], [7, 64], [8, 63], [9, 62], [10, 61], [11, 60], [34, 53], [39, 52], [75, 89], [76, 88], [77, 87]]",sincFold
bpRNA_RFAM_2012,"[[2, 66], [3, 65], [4, 64], [5, 63], [6, 62], [7, 61], [25, 39], [26, 38], [27, 37], [28, 36], [46, 60], [47, 59], [48, 58], [49, 57]]",sincFold
bpRNA_SPR_91,"[[1, 66], [2, 65], [3, 64], [4, 63], [5, 62], [6, 61], [7, 60], [10, 19], [12, 17], [21, 37], [22, 36], [23, 35], [24, 34], [25, 33], [43, 59]]",sincFold
bpRNA_RFAM_21625,"[[8, 90], [9, 89], [10, 88], [11, 87], [14, 84], [15, 83], [16, 82], [17, 81], [18, 80], [19, 79], [20, 78], [21, 77], [22, 76], [24, 74], [26, 72], [27, 71], [30, 69], [31, 68], [32, 67], [33, 66], [34, 65], [36, 63], [37, 62], [38, 61], [39, 60], [40, 59], [41, 58], [42, 57], [43, 56], [44, 55], [45, 54]]",sincFold
bpRNA_RFAM_1243,"[[2, 91], [3, 90], [4, 89], [5, 88], [6, 87], [7, 86], [28, 44], [29, 43], [30, 42], [31, 41], [32, 40], [46, 67], [47, 66], [48, 65], [49, 64], [50, 63], [51, 62], [52, 61], [69, 85], [70, 84], [71, 83], [72, 82], [73, 81]]",sincFold
bpRNA_RFAM_42440,"[[7, 44], [16, 39], [17, 38], [18, 37], [19, 36], [20, 35], [21, 34], [50, 104], [51, 103], [52, 102], [53, 101], [54, 100], [55, 99], [56, 98], [57, 97], [58, 96], [59, 95], [60, 94], [62, 92], [63, 91], [65, 90], [66, 89], [67, 88]]",sincFold
bpRNA_SPR_513,"[[1, 83], [2, 82], [3, 81], [4, 80], [5, 79], [6, 78], [7, 77], [10, 26], [11, 25], [12, 24], [28, 44], [29, 43], [30, 42], [31, 41], [32, 40], [60, 76], [61, 75], [62, 74], [63, 73], [64, 72]]",sincFold
bpRNA_RFAM_37148,"[[11, 88]]",sincFold
bpRNA_RFAM_8208,"[[3, 112], [4, 111], [5, 110], [6, 109], [7, 108], [8, 107], [15, 40], [16, 39], [17, 38], [21, 31], [22, 30], [23, 29], [42, 77], [43, 76], [44, 75], [46, 74], [47, 73], [48, 72], [49, 69], [50, 68], [51, 67], [52, 66], [86, 103], [87, 102], [88, 101], [89, 100], [90, 99], [91, 98], [92, 97]]",sincFold
bpRNA_RFAM_38083,"[[3, 19], [4, 18], [5, 17], [7, 15], [9, 29], [22, 41], [23, 40], [52, 87], [54, 85], [55, 80], [56, 79], [57, 78], [58, 77], [59, 76], [65, 70], [96, 114], [102, 109]]",sincFold
bpRNA_tmRNA_499,"[[1, 365], [2, 364], [3, 363], [4, 362], [5, 361], [6, 360], [7, 359], [20, 338], [21, 337], [22, 336], [23, 335], [24, 334], [25, 333], [26, 332], [27, 331], [30, 329], [31, 328], [38, 322], [44, 276], [80, 159], [81, 158], [83, 156], [84, 155], [85, 154], [98, 113], [116, 139], [117, 138], [118, 137], [119, 136], [120, 135], [121, 202], [151, 280], [153, 168], [164, 253], [172, 246], [175, 243], [176, 242], [182, 194], [197, 227], [198, 226], [199, 225], [251, 257], [260, 270], [261, 269], [296, 310], [297, 309], [298, 308], [299, 307], [300, 306], [342, 358], [343, 357], [344, 356], [345, 355], [346, 354]]",sincFold
bpRNA_RFAM_16184,"[[6, 179], [83, 94], [84, 93], [95, 131], [96, 130], [97, 129], [98, 128], [108, 117], [109, 116], [110, 115], [140, 147]]",sincFold
bpRNA_RFAM_5880,"[[39, 109], [45, 103], [46, 102], [65, 74], [66, 73]]",sincFold
bpRNA_RFAM_11817,"[[2, 111], [3, 110], [4, 109], [5, 23], [6, 22], [7, 21], [14, 103], [15, 102], [16, 101], [17, 100], [18, 99], [19, 98], [24, 41], [25, 40], [26, 39], [27, 38], [28, 37], [47, 87], [48, 86], [49, 85], [50, 84]]",sincFold
bpRNA_RFAM_20221,"[[2, 80], [3, 79], [4, 78], [5, 77], [6, 76], [7, 75], [8, 74], [10, 72], [11, 71], [12, 70], [13, 69], [14, 68], [15, 67], [16, 66], [17, 65], [18, 64], [19, 63], [20, 62], [24, 58], [26, 56], [27, 55]]",sincFold
bpRNA_tmRNA_651,"[[15, 70], [54, 81], [55, 80], [56, 79], [57, 78], [58, 77], [59, 76], [60, 75], [82, 95], [83, 94], [84, 93], [85, 92]]",sincFold
bpRNA_RFAM_41853,"[[18, 66], [19, 65], [20, 64], [21, 63], [22, 62], [23, 61], [26, 58], [27, 57], [28, 56], [29, 55], [30, 54], [31, 53], [32, 52], [33, 51], [34, 50], [35, 49], [36, 48], [37, 47]]",sincFold
bpRNA_CRW_28652,"[[1, 70], [2, 69], [3, 68], [4, 67], [5, 66], [6, 65], [7, 64], [10, 24], [11, 23], [12, 22], [26, 42], [27, 41], [28, 40], [29, 39], [30, 38], [47, 63], [48, 62], [49, 61], [50, 60], [51, 59]]",sincFold
bpRNA_tmRNA_240,"[[1, 392], [2, 391], [3, 390], [4, 389], [5, 388], [6, 387], [7, 386], [8, 144], [16, 211], [28, 355], [32, 351], [33, 350], [35, 348], [36, 347], [68, 75], [80, 286], [81, 285], [100, 251], [103, 248], [104, 229], [108, 120], [118, 143], [119, 142], [124, 137], [125, 138], [126, 135], [172, 193], [173, 192], [174, 191], [176, 360], [188, 198], [295, 337], [297, 335], [298, 334], [301, 365], [302, 327], [303, 326], [304, 325], [305, 361], [329, 343], [330, 342], [331, 341], [332, 340], [333, 339], [357, 394], [369, 385], [370, 384], [371, 383], [372, 382], [373, 381]]",sincFold
bpRNA_RFAM_10396,"[[2, 218], [3, 217], [4, 216], [7, 213], [9, 211], [17, 168], [18, 167], [19, 166], [21, 102], [24, 100], [25, 99], [26, 98], [50, 347], [51, 346], [52, 345], [57, 71], [58, 70], [59, 69], [60, 68], [61, 258], [62, 257], [63, 139], [105, 148], [110, 195], [119, 132], [205, 224], [206, 223], [207, 222], [208, 367], [209, 366], [232, 259], [332, 354], [333, 353], [334, 352], [335, 351], [336, 350]]",sincFold
bpRNA_CRW_54147,"[[1, 72], [2, 71], [3, 70], [4, 69], [5, 68], [6, 67], [7, 66], [10, 25], [11, 24], [12, 23], [13, 22], [28, 42], [29, 41], [30, 40], [31, 39], [49, 65], [50, 64], [51, 63], [52, 62], [53, 61]]",sincFold
bpRNA_RFAM_10774,"[[3, 30], [5, 28], [6, 27], [8, 25], [9, 24], [10, 23], [11, 22], [12, 21], [13, 20], [35, 78], [36, 77], [37, 76], [38, 75], [39, 74], [40, 73], [41, 72], [42, 71], [43, 70], [44, 69], [45, 68], [46, 67], [47, 66], [51, 60], [52, 59]]",sincFold
bpRNA_RFAM_21162,"[[2, 19], [3, 18], [4, 17], [5, 126], [7, 124], [8, 13], [11, 119], [12, 118], [15, 115], [27, 43], [29, 41], [30, 40], [31, 39], [32, 104], [33, 103], [34, 102], [35, 101], [36, 100], [37, 99], [38, 98], [42, 94], [44, 92], [45, 91], [46, 88], [47, 87], [48, 86], [49, 85], [50, 84], [51, 83], [52, 82], [53, 81], [54, 80], [55, 78], [56, 77]]",sincFold
bpRNA_RFAM_18140,"[[5, 19], [7, 17], [8, 16], [9, 158], [11, 156], [20, 59], [21, 58], [22, 57], [25, 54], [26, 53], [27, 52], [28, 51], [29, 50], [30, 49], [31, 48], [37, 45], [38, 44], [68, 82], [69, 107], [71, 105], [79, 96], [84, 91], [85, 90], [143, 164], [144, 163], [145, 162], [146, 161], [147, 160], [148, 159]]",sincFold
bpRNA_RFAM_41542,"[[41, 64], [42, 63], [43, 62], [44, 61], [45, 60], [49, 88], [51, 86], [52, 85], [55, 84], [56, 83], [57, 82], [58, 81], [65, 77], [66, 76], [67, 75], [80, 130], [113, 119], [121, 143], [122, 142], [123, 141], [124, 140], [125, 139], [126, 138], [127, 137], [128, 136]]",sincFold
bpRNA_RFAM_4389,"[[2, 18], [3, 99], [4, 16], [5, 15], [6, 14], [7, 13], [19, 34], [32, 102]]",sincFold
bpRNA_RFAM_26301,"[[4, 172], [31, 106], [32, 105], [34, 103], [43, 49], [63, 79], [121, 170], [122, 169], [123, 168], [124, 167], [125, 166], [126, 165], [133, 158], [134, 157], [136, 155], [137, 154], [138, 153], [139, 152], [141, 150]]",sincFold
bpRNA_RFAM_25360,"[[15, 33], [16, 32], [17, 31], [18, 30]]",sincFold
bpRNA_RFAM_8962,"[[3, 16], [4, 15], [31, 49]]",sincFold
bpRNA_RFAM_26329,"[[2, 84], [3, 83], [4, 82]]",sincFold
bpRNA_RFAM_15727,"[[3, 16], [25, 36], [83, 114], [84, 113], [85, 112], [86, 111], [87, 110], [88, 109], [89, 108], [90, 107], [91, 106], [92, 105], [93, 104], [95, 102], [96, 101]]",sincFold
bpRNA_RFAM_4343,"[[17, 63], [18, 62], [131, 143], [132, 142], [133, 141]]",sincFold
bpRNA_RFAM_1516,"[[2, 67], [3, 66], [4, 65], [5, 64], [6, 63], [7, 62], [10, 22], [11, 21], [25, 39], [26, 38], [27, 37], [28, 36], [45, 61], [46, 60], [47, 59], [48, 58], [49, 57]]",sincFold
bpRNA_CRW_54745,"[[37, 46], [58, 72], [77, 94], [78, 93], [79, 92], [80, 91], [81, 90], [82, 89], [83, 88], [97, 279], [98, 278], [99, 277], [100, 378], [101, 275], [102, 376], [103, 375], [110, 219], [111, 218], [127, 206], [128, 205], [129, 204], [135, 197], [140, 163], [144, 159], [147, 156], [148, 155], [149, 154], [160, 190], [161, 189], [166, 185], [167, 184], [168, 183], [169, 182], [170, 181], [171, 180], [172, 179], [173, 178], [177, 207], [211, 321], [229, 235], [236, 246], [237, 245], [238, 244], [273, 373], [280, 305], [281, 304], [282, 303], [283, 302], [284, 301], [285, 300], [286, 299], [287, 298], [288, 297], [289, 296], [290, 295], [309, 383], [311, 381], [317, 340], [318, 339], [319, 338], [320, 337], [324, 335], [325, 334], [326, 333], [327, 332], [351, 365], [352, 364], [353, 363], [354, 362], [355, 361], [382, 403], [384, 401], [385, 400], [387, 398], [388, 397], [389, 396]]",sincFold
bpRNA_RFAM_21279,"[[16, 92], [17, 91], [18, 90], [19, 89], [20, 88], [23, 85], [24, 84], [25, 83], [26, 82], [27, 81], [28, 80], [29, 79], [30, 78], [31, 77], [32, 76], [33, 75], [34, 74], [35, 73], [36, 72], [38, 71], [41, 68], [42, 67], [44, 65], [46, 62], [47, 61]]",sincFold
bpRNA_RFAM_17074,"[[14, 61], [15, 60], [16, 59], [19, 57], [20, 56], [25, 49], [29, 52]]",sincFold
bpRNA_RFAM_35678,"[[22, 39], [23, 38], [24, 37], [26, 35], [27, 34], [28, 33], [58, 79], [59, 78], [60, 77], [61, 76], [62, 75], [63, 74], [64, 73], [65, 72], [66, 71]]",sincFold
bpRNA_CRW_35598,"[[3, 72], [4, 71], [5, 70], [6, 69], [7, 68], [10, 27], [11, 26], [12, 25], [13, 24], [29, 45], [30, 44], [31, 43], [32, 42], [33, 41], [51, 67], [52, 66], [53, 65], [54, 64], [55, 63]]",sincFold
bpRNA_RFAM_38525,"[[2, 19], [3, 18], [4, 17], [5, 16], [6, 15], [7, 14], [28, 69], [29, 68], [30, 67], [31, 66], [32, 65], [33, 60], [34, 59], [35, 58], [36, 57], [37, 56], [39, 54], [40, 53], [41, 52], [42, 51], [43, 50], [44, 49], [85, 95], [106, 113], [123, 145], [124, 144], [126, 142], [127, 141], [128, 140], [129, 139], [130, 138]]",sincFold
bpRNA_RFAM_16548,"[[2, 59], [3, 58], [4, 57], [5, 56], [6, 55], [7, 54], [10, 50], [11, 49], [16, 44], [17, 43], [18, 42], [19, 41], [20, 40], [21, 39], [22, 38]]",sincFold
bpRNA_CRW_55438,"[[2, 122], [3, 121], [4, 120], [11, 72], [14, 68], [16, 67], [17, 66], [18, 65], [19, 64], [20, 63], [21, 62], [22, 61], [23, 60], [30, 54], [31, 51], [32, 50], [33, 49], [34, 48], [71, 109], [73, 107], [74, 106], [75, 105], [76, 104], [77, 103], [78, 102], [80, 100], [81, 99], [82, 98], [83, 97], [84, 96], [87, 94], [88, 93]]",sincFold
bpRNA_CRW_25608,"[[1, 72], [2, 71], [3, 70], [4, 69], [5, 68], [6, 67], [7, 66], [10, 25], [11, 24], [12, 23], [13, 22], [26, 44], [27, 43], [28, 42], [29, 41], [30, 40], [31, 39], [49, 65], [50, 64], [51, 63], [52, 62], [53, 61]]",sincFold
bpRNA_RFAM_2954,"[[2, 40], [3, 39], [5, 64], [6, 63], [7, 62], [8, 61], [9, 32], [10, 31], [11, 30], [12, 57], [13, 56], [14, 55], [15, 27], [16, 26], [17, 25], [18, 24], [19, 50], [75, 218], [76, 217], [78, 215], [79, 214], [82, 104], [94, 206], [95, 205], [96, 204], [97, 203], [98, 202], [99, 201], [100, 200], [101, 199], [102, 198], [103, 197], [108, 166], [109, 165], [110, 164], [115, 160], [120, 152], [125, 147], [126, 146], [127, 145], [128, 143], [130, 141], [154, 216]]",sincFold
bpRNA_RFAM_14474,"[[3, 121], [5, 119], [7, 117], [8, 116], [9, 115], [10, 114], [11, 113], [12, 112], [13, 111], [14, 110], [15, 109], [16, 108], [17, 107], [18, 106], [19, 105], [21, 104], [22, 103], [23, 102], [28, 97], [29, 96], [30, 95], [31, 94], [32, 93], [33, 92], [34, 91], [36, 89], [37, 88], [38, 87], [41, 83]]",sincFold
bpRNA_tmRNA_686,"[[21, 191], [55, 78], [56, 77], [57, 76], [58, 75], [59, 74], [113, 132], [114, 131], [115, 130], [116, 129], [117, 128], [118, 127], [119, 126], [120, 125], [141, 160], [142, 159], [143, 158], [144, 157], [145, 156], [146, 155], [208, 223], [209, 222], [252, 278], [253, 277], [254, 276], [255, 275], [257, 272], [258, 271], [259, 270]]",sincFold
bpRNA_RFAM_38919,"[[37, 99], [38, 98], [39, 97], [40, 96], [41, 95], [42, 94], [43, 93], [44, 92], [45, 91], [46, 90], [47, 89], [48, 88], [50, 86], [51, 85], [52, 84], [54, 82], [55, 81], [58, 78], [60, 77], [61, 76], [62, 75]]",sincFold
bpRNA_RFAM_22909,"[[20, 56], [21, 55], [22, 54], [26, 50], [27, 49], [28, 48], [29, 47], [30, 46], [86, 112], [87, 111], [88, 110], [89, 109], [90, 108], [91, 107], [92, 106], [93, 105], [97, 102], [113, 123], [114, 122]]",sincFold
bpRNA_RFAM_42256,"[[4, 80], [11, 69], [12, 68], [13, 67], [14, 66], [24, 40], [61, 76], [62, 75], [63, 74]]",sincFold
bpRNA_RFAM_18679,"[[2, 78], [3, 77], [4, 76], [5, 75], [6, 74], [9, 72], [11, 70], [12, 69], [13, 68], [14, 67], [15, 66], [16, 65], [17, 64], [18, 63], [19, 62], [20, 61], [21, 60], [22, 59], [23, 58], [24, 57], [30, 51], [31, 50], [32, 49], [33, 48], [34, 47]]",sincFold
bpRNA_RFAM_5444,"[[3, 121], [4, 120], [5, 119], [6, 118], [7, 117], [8, 116], [9, 115], [10, 114], [17, 29], [18, 28], [19, 27], [35, 49], [36, 48], [37, 47], [38, 46], [73, 89], [74, 88], [75, 87], [76, 86], [77, 85], [95, 106], [96, 105], [97, 104]]",sincFold
bpRNA_CRW_52127,"[[4, 75], [5, 74], [6, 73], [7, 72], [8, 71], [9, 70], [10, 69], [13, 28], [14, 27], [15, 26], [16, 25], [30, 46], [31, 45], [32, 44], [33, 43], [34, 42], [52, 68], [53, 67], [54, 66], [55, 65], [56, 64]]",sincFold
bpRNA_RFAM_10555,"[[42, 188], [46, 58], [73, 84], [99, 116], [100, 115], [101, 114], [102, 113], [103, 112], [119, 125], [135, 151], [136, 150], [157, 178], [158, 177], [159, 176], [160, 175], [161, 174], [162, 173], [163, 172], [164, 171], [165, 170], [184, 211], [185, 210], [186, 209], [187, 208]]",sincFold
bpRNA_RFAM_14056,"[[3, 57], [4, 56], [5, 55], [6, 54], [7, 53], [8, 52], [11, 97], [12, 48], [13, 47], [14, 46], [15, 43], [16, 42], [17, 41], [18, 40], [20, 37], [21, 36], [22, 35], [23, 34], [24, 33], [71, 115], [74, 113], [75, 112], [76, 111], [77, 110], [80, 108], [81, 107], [82, 106], [83, 105], [84, 104], [85, 103], [86, 102], [87, 101], [89, 99], [90, 98]]",sincFold
bpRNA_RFAM_39922,"[[2, 214], [6, 211], [7, 210], [9, 208], [34, 150], [35, 149], [36, 148], [37, 147], [38, 146], [43, 58], [44, 57], [45, 56], [46, 55], [67, 93], [68, 92], [70, 90], [71, 89], [72, 88], [73, 87], [105, 129], [106, 128], [107, 127], [108, 126], [109, 125], [110, 124], [111, 123], [112, 122], [113, 121], [114, 119], [131, 145], [132, 144], [133, 143], [134, 142], [135, 141], [182, 206], [183, 205], [184, 204], [185, 203], [186, 202], [187, 201], [188, 200], [189, 199], [190, 198], [191, 197], [192, 196]]",sincFold
bpRNA_RFAM_40808,"[[11, 25], [31, 58], [32, 57], [33, 56], [34, 55], [35, 54], [36, 53], [37, 52], [38, 51], [39, 50], [40, 49]]",sincFold
bpRNA_RFAM_40925,"[[4, 51], [36, 50], [37, 49], [38, 48], [64, 101], [65, 100], [66, 99], [67, 98], [68, 97], [69, 96], [70, 95], [71, 94], [72, 93], [73, 92], [74, 91], [112, 149], [114, 147], [115, 146], [116, 145], [117, 144], [118, 143], [119, 142], [120, 141], [121, 140], [122, 139], [123, 138], [124, 137], [125, 136]]",sincFold
bpRNA_RFAM_2002,"[[4, 84], [10, 26], [11, 25], [12, 24], [29, 43], [64, 80], [65, 79], [66, 78], [67, 77], [68, 76]]",sincFold
bpRNA_CRW_54323,"[[1, 73], [2, 72], [3, 71], [4, 70], [5, 69], [6, 68], [7, 67], [10, 26], [11, 25], [12, 24], [13, 23], [29, 43], [30, 42], [31, 41], [32, 40], [50, 66], [51, 65], [52, 64], [53, 63], [54, 62]]",sincFold
bpRNA_RFAM_11730,"[[6, 84], [12, 23], [13, 22], [17, 64], [58, 100], [59, 99], [65, 85]]",sincFold
bpRNA_RFAM_4617,"[[9, 278], [10, 277], [11, 276], [12, 275], [13, 274], [14, 273], [15, 272], [16, 271], [24, 45], [25, 44], [26, 43], [27, 42], [28, 41], [29, 40], [30, 39], [31, 38], [32, 37], [61, 97], [62, 96], [63, 95], [64, 94], [70, 88], [98, 153], [99, 152], [100, 151], [159, 414], [163, 337], [164, 336], [165, 335], [166, 334], [168, 332], [182, 310], [185, 355], [186, 354], [187, 353], [188, 352], [189, 351], [191, 301], [192, 349], [193, 299], [206, 340], [213, 333], [220, 326], [243, 259], [247, 255], [252, 397], [257, 286], [385, 392], [386, 391], [408, 422], [410, 420]]",sincFold
bpRNA_RFAM_18942,"[[2, 111], [5, 109], [12, 101], [13, 100], [26, 89], [27, 88], [28, 87], [29, 86], [30, 85], [31, 84], [34, 54], [35, 53]]",sincFold
bpRNA_RFAM_26295,"[[3, 47], [4, 46], [5, 45], [6, 44], [11, 170], [12, 169], [13, 168], [14, 167], [15, 166], [16, 165], [17, 164], [18, 163], [19, 162], [20, 29], [21, 133], [37, 86], [48, 75], [50, 73], [104, 123], [106, 121], [109, 118], [110, 117], [111, 116], [142, 157], [143, 156], [144, 155], [145, 154], [146, 183], [147, 182], [148, 181], [149, 180]]",sincFold
bpRNA_RFAM_42099,"[[6, 125], [9, 122], [10, 121], [33, 120], [34, 119], [35, 53], [36, 52], [37, 51], [38, 50], [39, 49], [40, 48], [82, 105], [84, 104], [85, 103], [86, 102], [87, 101], [88, 100], [89, 99], [90, 98], [91, 97]]",sincFold
bpRNA_tmRNA_1,"[[2, 347], [3, 346], [4, 345], [5, 344], [6, 343], [7, 342], [20, 321], [21, 320], [22, 319], [23, 318], [24, 317], [25, 316], [26, 315], [27, 314], [30, 310], [37, 304], [38, 303], [40, 199], [64, 223], [110, 129], [111, 128], [112, 127], [113, 126], [114, 125], [115, 124], [116, 123], [131, 168], [132, 167], [133, 166], [134, 165], [135, 164], [136, 163], [217, 300], [220, 296], [221, 295], [228, 269], [230, 267], [231, 266], [232, 265], [233, 264], [234, 263], [235, 262], [236, 261], [237, 260], [238, 259], [239, 258], [240, 257], [325, 341], [326, 340], [327, 339], [328, 338], [329, 337]]",sincFold
bpRNA_RFAM_25658,"[[27, 47], [28, 46], [32, 43], [33, 42], [34, 41], [45, 64], [48, 61], [50, 59], [51, 58], [73, 102], [74, 101], [98, 107], [99, 106], [100, 105], [108, 131], [109, 130], [111, 128], [112, 127], [113, 126]]",sincFold
bpRNA_RFAM_26695,"[[22, 215], [23, 214], [25, 212], [27, 209], [28, 208], [29, 207], [30, 206], [33, 203], [48, 67], [50, 65], [51, 64], [53, 62], [54, 61], [55, 60], [124, 156], [125, 155], [126, 154], [127, 153], [128, 152], [157, 171], [165, 177], [166, 176], [167, 175], [168, 174], [244, 266], [249, 265], [250, 264], [253, 261], [272, 326], [273, 325], [274, 324], [275, 323], [276, 322], [277, 321], [278, 320], [279, 319], [280, 318], [281, 317], [282, 316], [283, 315], [284, 314], [286, 312], [287, 311], [288, 310], [289, 309], [290, 295]]",sincFold
