id,dataset_name,folding,method
2RP1,ablation,"[[3, 14], [10, 17], [11, 16]]",R1D
6CMN,ablation,"[[1, 27], [2, 26], [3, 25], [4, 24], [6, 18], [7, 17], [9, 22], [10, 21], [11, 20], [12, 19]]",R1D
6GTC_0,ablation,"[[6, 17]]",R1D
1KPY_0,ablation,"[[10, 17], [11, 16]]",R1D
2NC0,ablation,"[[1, 28], [2, 27], [3, 26], [4, 25], [10, 21], [11, 20], [13, 18]]",R1D
2JWV,ablation,"[[1, 29], [2, 28]]",R1D
6WLH,ablation,"[[1, 29], [3, 27], [5, 26], [7, 24], [8, 18], [9, 17]]",R1D
3SN2,ablation,"[[6, 24], [8, 22], [13, 17]]",R1D
1L1W,ablation,"[[1, 28], [2, 27], [3, 26], [4, 25], [7, 22], [8, 21], [9, 20], [10, 19], [11, 18], [12, 17]]",R1D
1EKZ,ablation,"[[1, 30], [2, 29], [3, 28], [4, 27], [5, 26], [6, 25], [7, 24], [8, 23], [9, 22], [10, 21], [11, 20], [12, 19], [13, 18]]",R1D
7OI0_0,ablation,"[[6, 29], [7, 28], [8, 27], [9, 26], [10, 25], [11, 24], [12, 23], [13, 22], [14, 21], [15, 20]]",R1D
1LVJ,ablation,"[[1, 31], [2, 30], [3, 29], [4, 28], [5, 27], [6, 26], [7, 25], [11, 24], [12, 23], [13, 22], [14, 21]]",R1D
1T4L,ablation,"[[1, 32], [2, 31], [3, 30], [4, 29], [5, 28], [6, 27], [7, 26], [8, 25], [9, 24], [10, 23], [11, 22], [12, 21], [13, 20], [14, 19]]",R1D
1G70,ablation,"[[1, 32], [2, 31], [3, 30], [4, 29], [5, 28], [6, 27]]",R1D
1Z31,ablation,"[[1, 32], [2, 31], [3, 30], [4, 29], [5, 25], [7, 27], [10, 19], [11, 18]]",R1D
2LI4,ablation,"[[1, 32], [2, 31], [3, 30], [4, 29], [5, 28], [6, 27], [7, 26], [8, 25], [9, 24], [10, 23], [11, 22], [12, 21], [13, 20]]",R1D
2ZHA,ablation,"[[1, 31], [2, 30], [3, 29], [4, 28], [5, 27], [6, 26], [7, 25], [8, 24], [9, 23], [10, 22], [11, 21], [12, 20]]",R1D
4ATO,ablation,"[[3, 28], [7, 13], [8, 17]]",R1D
5LWJ,ablation,"[[1, 34], [2, 33], [3, 32], [5, 30], [6, 29], [14, 25]]",R1D
2RVO,ablation,"[[1, 34], [2, 33], [3, 32], [4, 31], [5, 30], [6, 29], [7, 28], [8, 27], [10, 25]]",R1D
2ZH5,ablation,"[[1, 31], [2, 30], [3, 29], [4, 28], [5, 27], [6, 26], [7, 25], [8, 24], [9, 23], [10, 22], [11, 21], [12, 20]]",R1D
2LPS,ablation,"[[1, 34], [2, 33], [3, 32], [4, 31], [5, 30], [6, 29], [7, 28], [8, 27], [9, 24], [10, 23], [11, 22], [12, 21], [13, 20], [14, 19]]",R1D
4OOG,ablation,"[[4, 24], [5, 28], [6, 27], [7, 31], [8, 30], [10, 23], [11, 22], [12, 26], [13, 20]]",R1D
2M57,ablation,"[[1, 35], [2, 34], [3, 33], [5, 31], [6, 30], [7, 29], [8, 28], [9, 27], [11, 25], [12, 26]]",R1D
2XDB_0,ablation,"[[3, 35], [7, 18], [14, 31]]",R1D
6SY6_0,ablation,"[[2, 36], [3, 35], [4, 34], [14, 26], [16, 25], [17, 24], [18, 22]]",R1D
1E95,ablation,"[[1, 19], [2, 18], [3, 17], [4, 16], [5, 15], [11, 31], [12, 30]]",R1D
1D6K,ablation,"[[1, 26], [2, 37], [3, 36], [4, 35], [5, 34], [9, 17], [15, 24], [17, 22]]",R1D
6U79,ablation,"[[1, 37], [2, 36], [3, 35], [4, 34], [5, 33], [6, 32], [7, 31], [8, 30], [9, 29], [12, 27], [13, 23], [17, 28]]",R1D
2ZY6_0,ablation,"[[1, 35], [2, 34], [3, 33], [4, 32], [5, 31], [6, 30], [7, 29], [13, 21], [14, 20]]",R1D
4R8I,ablation,"[[12, 17], [16, 36]]",R1D
4PMI,ablation,"[[1, 40], [2, 39], [3, 38], [4, 37], [6, 35], [9, 30], [15, 36]]",R1D
2HUA,ablation,"[[1, 40], [2, 39], [3, 38], [4, 37], [5, 36], [6, 35], [14, 33]]",R1D
1A51,ablation,"[[1, 41], [2, 40], [3, 39], [4, 38], [6, 36], [12, 25], [13, 29], [14, 28], [16, 26], [18, 24], [19, 23], [23, 31]]",R1D
5NZ6,ablation,"[[12, 41], [13, 40], [14, 39], [15, 38], [16, 37], [17, 36]]",R1D
2AU4,ablation,"[[1, 41], [2, 40], [3, 39], [4, 38], [5, 37], [6, 36], [12, 23], [18, 25], [19, 26]]",R1D
1MNX,ablation,"[[1, 42], [2, 41], [4, 38], [5, 37], [7, 17], [17, 26], [18, 25], [19, 24]]",R1D
5M0H,ablation,"[[2, 41], [3, 40], [8, 36], [11, 35], [12, 34], [13, 33], [14, 32], [17, 29], [19, 28], [21, 26]]",R1D
1CQ5,ablation,"[[1, 43], [2, 42], [3, 41], [4, 40], [5, 39], [6, 38], [7, 37], [12, 35], [13, 34], [14, 33], [19, 28], [20, 27], [21, 26]]",R1D
2FEY,ablation,"[[1, 43], [2, 42], [3, 41], [4, 40], [12, 39], [13, 34]]",R1D
1A60,ablation,"[[8, 39], [14, 35], [17, 32], [27, 38], [28, 37], [29, 36]]",R1D
2L94,ablation,"[[1, 45], [2, 44], [4, 42], [5, 41], [6, 40], [7, 39], [9, 34], [10, 33], [11, 32], [12, 31], [13, 30], [15, 28], [16, 27], [17, 26], [18, 25], [19, 24]]",R1D
6D3P,ablation,"[[1, 45], [5, 37], [6, 36], [11, 34], [17, 31], [19, 44]]",R1D
1YMO,ablation,"[[1, 29], [2, 28], [3, 27], [4, 45], [5, 44], [6, 43], [19, 42], [20, 41], [21, 40], [23, 35]]",R1D
6GZK,ablation,"[[1, 48], [2, 47], [3, 46], [4, 45], [8, 39], [9, 22], [10, 21], [11, 20], [12, 19], [13, 18], [14, 33], [19, 32], [28, 37], [30, 35], [33, 38]]",R1D
2KUW,ablation,"[[1, 48], [2, 47], [5, 44], [7, 42], [10, 38], [11, 37], [14, 34], [15, 32], [16, 31]]",R1D
2PXE,ablation,"[[1, 49], [2, 48], [3, 47], [4, 46], [5, 45], [6, 44], [7, 43], [8, 42], [9, 41], [10, 40], [15, 38], [16, 37], [17, 36], [22, 31], [23, 30], [24, 29]]",R1D
5ANC_0,ablation,"[[9, 31], [12, 48], [13, 47], [15, 45], [17, 25], [18, 24], [29, 34]]",R1D
4ENC,ablation,"[[3, 16], [4, 52], [10, 38], [12, 36], [15, 37], [18, 34], [26, 35], [28, 33], [33, 46], [34, 45]]",R1D
2LC8_0,ablation,"[[6, 23], [7, 22], [8, 38], [11, 24], [13, 28], [22, 51], [23, 50], [24, 49]]",R1D
6NOA,ablation,"[[1, 56], [2, 55], [3, 54], [4, 53], [5, 52], [6, 51], [9, 49], [10, 48], [11, 16], [15, 43]]",R1D
1DK1,ablation,"[[1, 57], [2, 56], [3, 55], [4, 54], [5, 53], [7, 14], [14, 32], [32, 37], [39, 45], [41, 46]]",R1D
7D7V,ablation,"[[3, 24], [4, 53], [12, 21], [17, 48], [24, 55], [26, 37]]",R1D
3FO4_0,ablation,"[[1, 63], [3, 61], [5, 59], [6, 36], [9, 29], [11, 27], [12, 26], [13, 25], [14, 24], [15, 23], [21, 45], [22, 44], [30, 37], [38, 56], [39, 55], [40, 54], [41, 53], [42, 52], [43, 51]]",R1D
6RFL_0,ablation,"[[7, 20], [8, 19], [18, 51], [20, 35], [21, 48], [25, 37], [26, 36], [34, 43], [45, 59], [46, 58]]",R1D
2NC1,ablation,"[[1, 67], [2, 66], [3, 65], [4, 64], [5, 63], [6, 62], [7, 60], [15, 29], [17, 28], [18, 27], [19, 26], [20, 25], [23, 43], [24, 42], [25, 41], [29, 33], [33, 46], [34, 45], [37, 59]]",R1D
2EES,ablation,"[[1, 67], [2, 66], [3, 65], [4, 64], [5, 63], [6, 62], [7, 61], [8, 38], [11, 31], [13, 29], [14, 28], [15, 27], [16, 26], [17, 25], [23, 47], [24, 46], [32, 39], [40, 58], [41, 57], [42, 56], [43, 55], [44, 54], [45, 53]]",R1D
4KR3_0,ablation,"[[1, 70], [2, 69], [3, 68], [4, 67], [5, 66], [6, 65], [7, 15], [10, 24], [11, 27], [12, 22], [18, 54], [26, 42], [27, 41], [28, 40], [29, 39], [30, 38], [47, 63], [48, 62], [49, 61], [50, 60], [51, 59]]",R1D
4YVK_0,ablation,"[[1, 70], [2, 69], [3, 68], [4, 67], [5, 66], [6, 65], [7, 64], [10, 24], [11, 23], [12, 22], [13, 21], [18, 54], [25, 43], [26, 42], [27, 41], [28, 40], [29, 39], [30, 38], [40, 50], [47, 63], [48, 62], [49, 61], [50, 60], [51, 59]]",R1D
2DU3,ablation,"[[1, 71], [2, 70], [3, 69], [4, 68], [5, 67], [6, 66], [7, 65], [10, 24], [11, 23], [12, 22], [26, 42], [27, 41], [28, 40], [29, 39], [30, 38], [48, 64], [49, 63], [50, 62], [51, 61], [52, 60]]",R1D
2MS0,ablation,"[[1, 71], [2, 70], [3, 69], [4, 68], [5, 67], [10, 66], [11, 65], [12, 22], [15, 49], [23, 46], [27, 41], [28, 40], [29, 39], [30, 38], [39, 44], [47, 52], [48, 64], [49, 63], [50, 62], [51, 61], [52, 60]]",R1D
1Y26,ablation,"[[1, 71], [2, 70], [3, 69], [4, 68], [5, 67], [6, 66], [7, 65], [8, 64], [9, 63], [10, 40], [13, 33], [14, 32], [15, 31], [16, 30], [17, 29], [18, 28], [25, 49], [26, 48], [34, 41], [42, 60], [43, 59], [44, 58], [45, 57], [46, 56], [47, 55]]",R1D
3TRA_0,ablation,"[[1, 71], [2, 70], [3, 69], [4, 68], [5, 67], [6, 66], [7, 65], [10, 25], [11, 24], [12, 23], [18, 55], [27, 43], [28, 42], [29, 41], [30, 40], [31, 39], [48, 64], [49, 63], [50, 62], [51, 61], [52, 60]]",R1D
5WT3_0,ablation,"[[1, 73], [2, 72], [3, 71], [4, 70], [5, 69], [6, 68], [7, 67], [10, 26], [12, 24], [15, 33], [28, 44], [29, 43], [30, 42], [31, 41], [32, 40], [43, 57], [51, 65], [52, 64], [53, 63], [54, 62]]",R1D
1GTR,ablation,"[[1, 69], [2, 68], [3, 67], [4, 66], [5, 65], [6, 64], [9, 23], [10, 22], [11, 21], [17, 54], [25, 63], [27, 39], [28, 46], [29, 37], [48, 62], [49, 61], [50, 60], [51, 59]]",R1D
1SJF_0,ablation,"[[1, 51], [4, 38], [5, 37], [6, 36], [8, 34], [9, 33], [13, 74], [14, 73], [15, 72], [16, 71], [17, 70], [18, 69], [19, 32], [20, 31], [21, 30], [24, 40], [46, 63], [47, 62], [48, 61], [49, 60]]",R1D
3AL0,ablation,"[[1, 74], [2, 73], [3, 68], [4, 67], [5, 66], [6, 65], [10, 24], [11, 23], [12, 22], [13, 21], [18, 54], [25, 43], [26, 42], [27, 41], [28, 40], [29, 39], [30, 38], [40, 50], [47, 63], [48, 62], [49, 61], [50, 60], [51, 59]]",R1D
4WC7,ablation,"[[1, 72], [2, 71], [3, 70], [4, 69], [6, 67], [7, 66], [10, 25], [11, 24], [12, 23], [13, 22], [19, 56], [27, 43], [28, 42], [29, 41], [30, 40], [31, 39], [49, 65], [50, 64], [51, 63], [52, 62], [53, 61]]",R1D
1QU3,ablation,"[[1, 73], [2, 72], [3, 26], [5, 24], [6, 68], [7, 67], [11, 54], [13, 23], [14, 34], [18, 31], [19, 30], [20, 29], [24, 66], [25, 65], [29, 43], [30, 42], [31, 41], [32, 40], [43, 64], [53, 63], [54, 62], [60, 75]]",R1D
3BBV,ablation,"[[1, 72], [2, 71], [3, 70], [4, 69], [5, 68], [6, 67], [7, 66], [10, 25], [11, 24], [12, 23], [13, 22], [19, 56], [27, 43], [28, 42], [29, 41], [30, 40], [31, 39], [49, 65], [50, 64], [51, 63], [52, 62], [53, 61]]",R1D
6TNA,ablation,"[[1, 72], [4, 60], [5, 59], [6, 67], [10, 25], [11, 24], [12, 23], [13, 22], [15, 49], [19, 56], [27, 43], [28, 42], [29, 41], [30, 40], [31, 39], [49, 65], [50, 64], [51, 63], [52, 62], [53, 61]]",R1D
1C0A,ablation,"[[1, 73], [2, 72], [3, 71], [4, 70], [5, 69], [6, 68], [7, 67], [14, 34], [15, 33], [28, 44], [29, 53], [31, 41], [32, 40], [34, 38], [49, 65], [50, 66], [52, 64], [53, 63], [54, 62]]",R1D
3AMT,ablation,"[[1, 74], [2, 73], [3, 72], [4, 71], [5, 70], [6, 69], [7, 68], [12, 32], [16, 33], [19, 30], [28, 46], [29, 45], [30, 44], [31, 43], [32, 42], [33, 41], [51, 67], [52, 66], [53, 65], [54, 64], [55, 63]]",R1D
1P9X_0,ablation,"[[3, 77], [4, 76], [5, 75], [6, 74], [7, 73], [8, 72], [12, 68], [15, 25], [16, 24], [17, 61], [21, 36], [22, 35], [23, 34], [24, 33], [25, 32], [36, 49], [37, 48], [38, 47], [39, 46], [45, 57], [46, 56]]",R1D
3MUR,ablation,"[[4, 92], [5, 90], [6, 88], [7, 87], [14, 39], [15, 38], [19, 34], [20, 33], [21, 32], [22, 31], [23, 30], [24, 29], [33, 45], [37, 77], [43, 83], [44, 82], [45, 81], [47, 80], [48, 79], [49, 78], [50, 75], [51, 74], [52, 73], [53, 72], [54, 71], [57, 70], [58, 69]]",R1D
3GX7,ablation,"[[1, 93], [2, 92], [3, 91], [4, 90], [5, 89], [6, 88], [7, 87], [8, 86], [13, 41], [15, 40], [16, 39], [17, 38], [21, 31], [22, 30], [23, 29], [25, 68], [27, 66], [28, 65], [42, 60], [43, 59], [44, 58], [47, 56], [48, 55], [49, 54], [64, 85], [69, 82], [70, 81], [71, 80], [72, 79], [73, 78]]",R1D
3IQP,ablation,"[[1, 93], [2, 92], [3, 91], [4, 90], [5, 89], [6, 88], [7, 87], [8, 86], [13, 41], [15, 40], [16, 39], [17, 38], [18, 44], [21, 31], [22, 30], [23, 29], [25, 68], [27, 66], [28, 65], [42, 60], [43, 59], [44, 58], [47, 56], [48, 55], [49, 54], [64, 85], [69, 82], [70, 81], [71, 80], [72, 79], [73, 78]]",R1D
5FK6,ablation,"[[1, 93], [2, 92], [3, 91], [4, 90], [5, 89], [6, 88], [7, 87], [8, 86], [13, 41], [15, 40], [16, 39], [17, 38], [21, 31], [22, 30], [23, 29], [25, 68], [27, 66], [28, 65], [42, 60], [43, 59], [44, 58], [47, 56], [48, 55], [49, 54], [64, 85], [69, 82], [70, 81], [71, 80], [72, 79], [73, 78]]",R1D
5FK5,ablation,"[[1, 93], [2, 92], [3, 91], [4, 90], [5, 89], [6, 88], [7, 87], [8, 86], [13, 41], [15, 40], [16, 39], [17, 38], [21, 31], [22, 30], [23, 29], [25, 68], [27, 66], [28, 65], [42, 60], [43, 59], [44, 58], [47, 56], [48, 55], [49, 54], [64, 85], [69, 82], [70, 81], [71, 80], [72, 79], [73, 78]]",R1D
6DVK,ablation,"[[2, 93], [3, 92], [4, 91], [10, 84], [12, 82], [13, 81], [15, 79], [19, 60], [23, 67], [25, 65], [26, 64], [44, 51], [51, 77], [52, 76], [65, 89], [74, 90]]",R1D
6MCC,ablation,"[[2, 114], [4, 112], [16, 23], [17, 22], [33, 54], [34, 53], [35, 52], [36, 51], [37, 101], [38, 100], [39, 48], [41, 66], [48, 63], [49, 62], [50, 80], [61, 88], [62, 87], [63, 86], [71, 79], [72, 78], [87, 98], [88, 97], [89, 96], [90, 95], [104, 110]]",R1D
6UES,ablation,"[[1, 119], [2, 118], [3, 117], [4, 116], [10, 109], [11, 29], [12, 107], [16, 64], [20, 31], [26, 93], [29, 36], [34, 80], [36, 78], [41, 90], [42, 63], [47, 86], [48, 60], [49, 59], [52, 57], [70, 79], [90, 100], [91, 99], [92, 98], [93, 105]]",R1D
4QK8,ablation,"[[4, 109], [5, 108], [6, 107], [7, 106], [10, 71], [12, 19], [13, 23], [15, 38], [22, 103], [23, 102], [24, 101], [25, 100], [26, 99], [31, 94], [37, 91], [38, 90], [39, 92], [40, 89], [41, 88], [42, 87], [43, 86], [48, 64], [49, 63], [50, 62], [51, 61], [52, 60], [53, 59], [67, 83], [68, 82], [69, 81], [70, 80], [71, 79], [73, 120], [74, 119], [75, 118], [76, 117], [77, 116], [78, 115]]",R1D
6N5L,ablation,"[[3, 112], [4, 111], [5, 110], [6, 109], [7, 108], [12, 21], [20, 33], [24, 105], [25, 104], [26, 103], [27, 102], [28, 101], [33, 96], [39, 93], [40, 92], [41, 94], [42, 91], [43, 90], [44, 89], [45, 88], [50, 66], [51, 65], [52, 64], [53, 63], [54, 62], [55, 61], [69, 85], [70, 84], [71, 83], [72, 82], [73, 81], [75, 122], [76, 121], [77, 120], [78, 119], [79, 118], [80, 117]]",R1D
6N5T,ablation,"[[4, 113], [5, 112], [6, 111], [7, 110], [11, 74], [12, 23], [13, 72], [14, 28], [15, 43], [26, 107], [27, 106], [28, 105], [29, 104], [30, 103], [35, 98], [36, 55], [41, 95], [42, 94], [43, 96], [44, 93], [45, 92], [46, 91], [47, 90], [52, 68], [53, 67], [54, 66], [55, 65], [56, 64], [57, 63], [71, 87], [72, 86], [73, 85], [74, 84], [75, 83], [77, 124], [78, 123], [79, 122], [80, 121], [81, 120], [82, 119]]",R1D
6N5O,ablation,"[[4, 113], [5, 112], [6, 111], [7, 110], [11, 29], [12, 28], [13, 27], [14, 26], [22, 106], [23, 81], [28, 105], [29, 104], [30, 103], [33, 58], [35, 98], [41, 95], [42, 94], [43, 96], [44, 93], [45, 92], [46, 91], [47, 90], [52, 68], [53, 67], [54, 66], [55, 65], [56, 64], [57, 63], [71, 87], [72, 86], [73, 85], [74, 84], [75, 83], [77, 124], [78, 123], [79, 122], [80, 121], [81, 120], [82, 119]]",R1D
1MFQ,ablation,"[[1, 128], [2, 127], [3, 126], [4, 125], [5, 124], [6, 123], [10, 95], [15, 113], [18, 57], [19, 56], [20, 55], [23, 52], [24, 51], [25, 50], [26, 49], [27, 48], [30, 45], [32, 37], [33, 42], [34, 66], [35, 40], [40, 111], [42, 109], [45, 108], [49, 122], [55, 117], [59, 98], [64, 110], [68, 78], [70, 105], [71, 106], [75, 116], [76, 85], [77, 100], [78, 99], [84, 93], [85, 92], [86, 91], [95, 112], [107, 120], [114, 121]]",R1D
6HIZ_0,ablation,"[[1, 143], [2, 142], [8, 90], [15, 54], [27, 51], [30, 84], [32, 46], [39, 53], [42, 50], [47, 111], [48, 63], [52, 78], [54, 59], [55, 92], [56, 85], [62, 91], [86, 137], [106, 130], [117, 128], [120, 129]]",R1D
6SG9_0,ablation,"[[3, 145], [4, 144], [5, 143], [14, 43], [17, 95], [25, 66], [26, 65], [39, 97], [43, 57], [50, 64], [52, 62], [53, 61], [63, 89], [65, 70], [66, 103], [67, 96], [68, 73], [73, 102], [117, 141]]",R1D
6QKL_2,ablation,"[[1, 148], [2, 147], [6, 120], [11, 143], [13, 93], [14, 95], [15, 94], [16, 141], [17, 45], [19, 43], [20, 42], [21, 51], [22, 50], [23, 49], [25, 142], [29, 144], [31, 41], [32, 54], [34, 122], [38, 48], [40, 80], [45, 66], [46, 113], [49, 87], [50, 70], [51, 85], [53, 104], [54, 132], [56, 101], [57, 86], [70, 107], [72, 131], [73, 91], [75, 89], [91, 112], [100, 106], [101, 105], [106, 130], [112, 137], [113, 136], [118, 139]]",R1D
6WLU,ablation,"[[1, 5], [3, 231], [4, 230], [5, 222], [7, 123], [8, 156], [14, 215], [16, 84], [17, 132], [18, 131], [21, 212], [22, 188], [23, 170], [31, 157], [36, 150], [37, 50], [38, 49], [41, 69], [49, 68], [50, 70], [53, 217], [54, 185], [55, 111], [56, 110], [64, 138], [68, 167], [69, 109], [70, 98], [72, 96], [74, 145], [75, 172], [80, 153], [81, 85], [86, 103], [89, 191], [90, 190], [93, 164], [95, 181], [96, 140], [101, 113], [115, 136], [139, 173], [140, 147], [141, 146], [144, 204], [147, 228], [148, 227], [149, 226], [153, 211], [155, 171], [157, 161], [168, 174], [171, 175], [172, 182], [173, 216], [179, 193], [180, 187], [181, 186], [186, 203], [187, 202], [188, 201], [190, 199], [191, 198], [202, 210]]",R1D
5AN9_1,ablation,"[[9, 118], [13, 137], [14, 136], [18, 88], [21, 164], [22, 57], [24, 55], [26, 43], [27, 42], [28, 80], [29, 216], [30, 215], [31, 159], [40, 45], [43, 76], [44, 218], [47, 177], [48, 176], [49, 133], [50, 245], [53, 58], [54, 222], [56, 192], [57, 191], [58, 207], [59, 224], [66, 146], [69, 143], [76, 132], [77, 149], [79, 233], [80, 232], [93, 172], [94, 171], [107, 162], [112, 213], [115, 210], [117, 131], [136, 198], [137, 200], [143, 241], [146, 157], [147, 158], [163, 228], [164, 169], [173, 206], [225, 243], [228, 240]]",R1D
6WLO,ablation,"[[1, 337], [2, 336], [3, 73], [5, 19], [6, 18], [7, 17], [8, 25], [13, 149], [16, 20], [18, 335], [19, 108], [23, 30], [25, 227], [26, 153], [30, 134], [31, 91], [37, 264], [38, 263], [43, 244], [44, 243], [45, 242], [46, 241], [47, 74], [48, 239], [49, 238], [52, 313], [53, 232], [54, 280], [56, 157], [57, 156], [58, 168], [60, 225], [61, 77], [62, 182], [66, 148], [67, 147], [68, 333], [69, 288], [71, 188], [72, 187], [73, 287], [75, 125], [79, 136], [81, 325], [82, 128], [83, 127], [84, 322], [86, 277], [89, 274], [91, 192], [92, 278], [94, 101], [95, 100], [101, 218], [104, 266], [105, 265], [110, 133], [113, 207], [116, 228], [124, 236], [127, 152], [129, 230], [133, 275], [137, 331], [143, 237], [145, 154], [148, 304], [152, 161], [158, 327], [159, 326], [166, 198], [168, 246], [174, 191], [175, 190], [176, 189], [179, 186], [182, 217], [187, 329], [188, 296], [190, 212], [191, 272], [192, 282], [210, 290], [211, 289], [228, 302], [234, 305], [236, 303], [249, 276], [251, 262], [252, 261], [253, 260], [260, 324], [289, 293], [299, 318], [300, 317], [301, 316], [302, 315], [304, 332]]",R1D
6AHR,ablation,"[[1, 341], [2, 339], [4, 338], [5, 200], [6, 336], [7, 198], [8, 334], [9, 333], [10, 332], [11, 331], [17, 270], [18, 40], [19, 284], [25, 58], [26, 57], [27, 105], [28, 104], [29, 103], [30, 102], [31, 154], [32, 65], [37, 257], [38, 145], [48, 180], [51, 172], [57, 191], [60, 76], [61, 75], [62, 74], [63, 73], [64, 72], [67, 246], [69, 301], [72, 150], [74, 143], [75, 142], [76, 231], [77, 202], [80, 250], [81, 321], [82, 320], [83, 247], [85, 251], [90, 121], [97, 252], [99, 228], [101, 159], [102, 187], [103, 155], [104, 153], [105, 111], [111, 305], [114, 166], [115, 123], [120, 130], [121, 179], [123, 241], [124, 240], [125, 239], [132, 292], [136, 254], [141, 245], [142, 244], [143, 243], [150, 190], [152, 197], [154, 293], [157, 238], [167, 304], [171, 319], [172, 318], [181, 242], [185, 308], [187, 278], [188, 256], [189, 255], [192, 273], [193, 271], [197, 210], [198, 285], [199, 208], [201, 206], [206, 294], [208, 253], [209, 327], [210, 328], [216, 236], [217, 235], [219, 233], [227, 300], [231, 264], [232, 263], [233, 262], [242, 248], [252, 269], [254, 267], [255, 281], [257, 279], [269, 306], [281, 297], [285, 296], [291, 324], [300, 313]]",R1D
4FB0,ablation,"[[5, 305], [6, 256], [8, 299], [10, 32], [13, 204], [14, 212], [15, 104], [16, 170], [17, 350], [18, 349], [20, 359], [21, 311], [22, 310], [23, 254], [24, 134], [26, 251], [30, 201], [31, 200], [32, 105], [33, 264], [35, 262], [36, 261], [37, 43], [40, 252], [41, 247], [42, 246], [43, 90], [44, 89], [47, 377], [48, 66], [49, 188], [51, 97], [57, 181], [69, 273], [71, 160], [72, 93], [78, 94], [79, 345], [82, 127], [83, 126], [87, 118], [88, 117], [89, 163], [91, 96], [93, 348], [95, 205], [96, 213], [99, 227], [103, 180], [104, 285], [105, 132], [106, 131], [108, 129], [109, 128], [117, 199], [119, 197], [120, 371], [121, 207], [122, 206], [129, 137], [131, 135], [135, 367], [144, 389], [146, 343], [147, 342], [150, 271], [151, 229], [152, 228], [168, 215], [169, 214], [186, 203], [200, 245], [205, 293], [206, 292], [207, 339], [208, 338], [209, 337], [212, 282], [213, 221], [214, 290], [215, 361], [216, 288], [218, 368], [219, 223], [220, 309], [233, 362], [245, 308], [246, 307], [251, 260], [252, 298], [253, 297], [254, 296], [256, 391], [260, 320], [262, 322], [266, 317], [276, 283], [280, 312], [292, 353], [298, 325], [299, 324], [307, 318], [336, 366], [337, 365], [338, 364], [339, 363], [340, 347], [343, 373], [361, 388], [362, 387], [364, 385], [365, 384], [366, 383], [371, 380]]",R1D
4FAQ,ablation,"[[2, 396], [4, 394], [6, 124], [7, 316], [9, 105], [10, 16], [11, 123], [12, 20], [13, 217], [15, 206], [18, 172], [19, 45], [20, 351], [21, 74], [22, 361], [23, 258], [24, 391], [25, 358], [26, 136], [28, 253], [32, 203], [33, 202], [34, 107], [35, 266], [37, 264], [38, 263], [42, 254], [43, 249], [44, 248], [45, 92], [46, 91], [50, 68], [51, 190], [71, 275], [73, 162], [74, 95], [75, 122], [78, 344], [80, 96], [81, 347], [84, 129], [85, 128], [86, 106], [89, 120], [92, 117], [93, 98], [94, 380], [95, 350], [97, 207], [98, 215], [101, 229], [105, 182], [106, 110], [107, 134], [108, 133], [110, 131], [111, 130], [119, 201], [121, 199], [122, 373], [123, 209], [131, 139], [133, 137], [135, 371], [147, 377], [148, 345], [152, 273], [153, 231], [154, 230], [156, 352], [170, 241], [171, 216], [185, 208], [188, 205], [195, 214], [202, 274], [207, 295], [208, 294], [209, 341], [210, 340], [211, 339], [214, 284], [215, 223], [216, 292], [217, 363], [218, 290], [221, 225], [222, 311], [231, 382], [235, 364], [247, 310], [248, 309], [253, 262], [254, 300], [255, 299], [256, 298], [262, 322], [264, 324], [268, 319], [278, 285], [282, 314], [294, 355], [300, 327], [301, 326], [309, 320], [330, 362], [338, 368], [339, 367], [340, 366], [341, 365], [342, 349], [344, 376], [345, 375], [362, 379], [363, 378], [364, 389], [366, 387], [367, 386], [368, 385], [376, 384], [377, 383]]",R1D
2MXJ,ablation,"[[1, 10]]",R1D
2F87,ablation,"[[1, 12], [2, 11], [3, 10], [4, 9]]",R1D
1RNG,ablation,"[[1, 12], [2, 11], [3, 10], [4, 9]]",R1D
5E08,ablation,"[[5, 12], [6, 11]]",R1D
1VOP,ablation,"[[1, 13], [2, 12], [3, 11]]",R1D
1HS8,ablation,"[[1, 12], [2, 11], [3, 10]]",R1D
1ESH,ablation,"[[1, 13], [2, 12], [3, 11], [4, 10], [5, 9]]",R1D
5TC1_2,ablation,"[[1, 14], [2, 13], [3, 12], [5, 11]]",R1D
5TC1_11,ablation,"[[1, 14], [3, 12], [4, 11], [5, 10]]",R1D
1ROQ,ablation,"[[1, 14], [2, 13], [3, 12], [4, 11], [5, 10]]",R1D
1C0O,ablation,"[[1, 14], [2, 13], [3, 12], [4, 11], [5, 10]]",R1D
1FHK,ablation,"[[3, 12]]",R1D
6BY5,ablation,"[[1, 14], [2, 13], [3, 12], [4, 11], [5, 10]]",R1D
4IFD_0,ablation,"[[1, 13], [2, 11], [3, 10], [4, 9]]",R1D
2MN0,ablation,"[[1, 15], [2, 14], [4, 12]]",R1D
5TC1_8,ablation,"[[1, 16], [2, 15], [3, 14], [5, 13], [6, 12]]",R1D
2XLJ,ablation,"[[1, 15], [2, 14], [3, 13], [4, 12], [5, 11]]",R1D
2F8K,ablation,"[[2, 16], [3, 15], [4, 14], [5, 13]]",R1D
2LBJ,ablation,"[[1, 17], [2, 16], [3, 15], [4, 14], [5, 13], [6, 12], [7, 11]]",R1D
6T0U_0,ablation,"[[3, 8]]",R1D
